datetime_pdt,co2_ppm_bare,co2_ppm_eelgrass,sd_ppm_bare,sd_ppm_eelgrass,co2_mv_bare,co2_mv_eelgrass,sd_mv_bare,sd_mv_eelgrass
2023-08-03 23:05:00,622.16,511.7,2.4357750306627364,0.8944271909998872,1541.8,1269.4,6.058052492344384,2.302172886644268
2023-08-03 23:10:00,623.36,515.3,0.6730527468185461,2.915475947422626,1544.8,1278.2,1.7888543819998315,7.12039324756716
2023-08-03 23:15:00,622.76,514.9,0.8619744775803908,1.5165750888103102,1543,1277.2,2.23606797749979,3.70135110466435
2023-08-03 23:20:00,621.54,514.5,1.683151805393688,0.44721359549995793,1540.2,1276.4,4.08656334834051,0.8944271909999159
2023-08-03 23:25:00,619.9,517.12,0.5477225575051662,2.1475567512873743,1535.6,1282.8,2.1908902300206643,5.630275304103699
2023-08-03 23:30:00,620.12,518.6999999999999,0.8729261137118162,1.3416407864998738,1536.8,1286.6,2.04939015319192,3.507135583350036
2023-08-03 23:35:00,620.52,519.5,1.513935269422052,0.8366600265340756,1537.6,1288.8,3.7815340802378077,2.16794833886788
2023-08-03 23:40:00,619.0999999999999,522.3199999999999,0.44721359549995793,0.7085195833567346,1534.4,1295.8,1.3416407864998738,1.7888543819998317
2023-08-03 23:45:00,618.0999999999999,521.54,0.8366600265340756,0.8561541917201645,1531.6,1293.8,1.6733200530681511,2.16794833886788
2023-08-03 23:50:00,617.4,520.6999999999999,1.6733200530681511,1.140175425099138,1530,1291.8,4.415880433163924,2.949576240750525
2023-08-03 23:55:00,618.3,522.98,0.7071067811865476,0.5310367218940667,1532.2,1297.2,1.7888543819998317,1.0954451150103324
2023-08-04,620.14,526.78,1.9679939024295883,2.9953296980466173,1536.8,1306.2,4.658325879540847,7.854934754662192
2023-08-04 00:05:00,618.5,528.8,1.0954451150103324,1.140175425099138,1533,1311.8,2.7386127875258306,2.949576240750525
2023-08-04 00:10:00,620.3199999999999,527,2.2476654555338107,2.073644135332772,1537.4,1307.2,5.813776741499453,5.118593556827891
2023-08-04 00:15:00,616.5,529.8,1.3038404810405297,1.3416407864998738,1527.8,1314.4,3.1144823004794873,3.2093613071762426
2023-08-04 00:20:00,617.5,531.4,0.8366600265340756,2.5495097567963922,1530.2,1318.2,2.0493901531919194,6.572670690061994
2023-08-04 00:25:00,616.9,536.48,1.140175425099138,0.04472135955000596,1529.2,1331,3.1144823004794873,0
2023-08-04 00:30:00,619.6999999999999,537.88,2.8809720581775866,0.8786353054595485,1535.8,1334.8,7.155417527999327,2.7748873851023217
2023-08-04 00:35:00,617.5,539.48,0.44721359549995804,1.5817711591756882,1530.4,1338.2,0.8944271909999161,3.96232255123179
2023-08-04 00:40:00,618.5,539.68,1.3038404810405297,0.8438009243891613,1532.8,1338.8,3.1144823004794873,2.16794833886788
2023-08-04 00:45:00,619.0999999999999,540.7,0.8366600265340756,0.8366600265340756,1533.8,1341.2,1.6431676725154984,2.04939015319192
2023-08-04 00:50:00,619.0999999999999,545.72,1.3038404810405297,4.109987834531879,1534.2,1353.8,3.1144823004794873,10.232301793829187
2023-08-04 00:55:00,621.5,546.7,1.3038404810405297,2.16794833886788,1540.2,1356.2,3.420526275297414,5.630275304103699
2023-08-04 01:00:00,621.5,547.12,0.8366600265340756,2.9192464781172642,1540.2,1357.2,2.04939015319192,7.155417527999327
2023-08-04 01:05:00,622.9,547.1,0.8944271909999159,0.8944271909999159,1543.6,1357.8,2.302172886644268,3.03315017762062
2023-08-04 01:10:00,622.6999999999999,549.52,1.51657508881031,1.2255610959882828,1543.2,1363.2,3.8987177379235853,3.271085446759225
2023-08-04 01:15:00,622.5,553.14,0.8366600265340756,2.5195237645237665,1542.8,1372.2,2.16794833886788,6.418722614352485
2023-08-04 01:20:00,625.56,556.2,1.3501851724856218,0.8944271909999159,1550.2,1379.6,3.420526275297414,2.3021728866442674
